gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_190007000	113	339	136	240	404	305	371	422	82	108
LdBPK_190007100	456	1401	756	921	1962	1794	1923	2398	405	499
LdBPK_190007200	396	1155	479	907	1109	685	832	974	440	423
LdBPK_190007300	87	199	99	157	296	300	368	359	77	47
LdBPK_190007400	163	634	312	465	595	598	639	617	198	221
LdBPK_190007500	178	452	204	364	445	383	392	441	120	139
LdBPK_190007600	703	2445	1165	1686	2946	2841	2951	3147	795	793
LdBPK_190007700	48	147	55	107	125	50	104	83	12	6
LdBPK_190007800	20	66	20	53	106	84	112	65	22	31
LdBPK_190007900	104	289	135	202	608	653	714	829	113	114
LdBPK_190008000	266	685	363	480	956	894	939	1045	232	303
LdBPK_190008100	137	491	227	301	587	610	611	670	180	182
LdBPK_190008200	459	1608	783	1057	2115	2055	1873	2497	663	762
LdBPK_190008300	321	1150	539	781	2529	2116	2584	3004	302	469
LdBPK_190008400	124	349	169	264	674	586	549	686	162	178
LdBPK_190008500	45	114	88	112	313	323	319	317	64	58
LdBPK_190008600	367	1190	588	769	1049	1051	1112	1468	263	342
LdBPK_190008700	21	54	15	35	55	35	49	43	14	26
LdBPK_190008800	95	293	173	255	323	288	318	341	68	77
LdBPK_190008900	123	400	196	298	286	284	239	315	185	200
LdBPK_190009000	78	210	121	148	176	115	96	177	32	55
LdBPK_190009100	191	599	267	512	921	805	855	889	143	159
LdBPK_190009200	186	586	285	435	778	708	772	914	294	367
LdBPK_190009300	487	1461	778	1225	1529	1608	1632	1700	241	309
LdBPK_190009400	358	1090	530	756	1974	1783	2194	2293	343	536
LdBPK_190009500	288	905	385	661	1494	1159	1456	1542	437	459
LdBPK_190009600	264	668	285	483	902	742	776	816	32	25
LdBPK_190009700	625	1962	908	1274	2205	1866	2184	2659	1094	1105
LdBPK_190009800	785	2676	1123	1640	2336	1991	2450	2822	642	773
LdBPK_190009900	155	551	215	298	511	552	610	622	168	212
LdBPK_190010000	162	517	255	389	772	684	652	813	274	306
LdBPK_190010100	28	77	27	56	93	48	52	74	13	22
LdBPK_190010200	77	243	120	191	359	353	352	446	117	102
LdBPK_190010300	106	392	130	220	608	632	662	744	174	179
LdBPK_190010400	29	52	28	45	118	110	111	130	38	31
LdBPK_190010500	223	628	265	458	1091	819	800	1041	271	263
LdBPK_190010600	50	130	49	95	169	175	222	194	37	31
LdBPK_190010700	331	1192	548	906	1591	1457	1609	1736	400	488
LdBPK_190010800	184	559	276	404	1108	1046	1051	1167	250	203
LdBPK_190010900	309	998	464	712	639	436	491	539	54	66
LdBPK_190011000	317	1052	477	775	1173	1050	1057	1223	117	138
LdBPK_190011100	302	1023	462	635	786	744	845	943	200	278
LdBPK_190011200	153	446	206	292	638	444	559	670	118	145
LdBPK_190011300	1036	3110	1323	2461	2849	2163	2880	2871	428	490
LdBPK_190011400	168	737	328	460	5580	4731	5543	7392	237	344
LdBPK_190011500	295	964	456	658	1119	908	1134	1334	332	423
LdBPK_190011600	153	588	324	413	1205	1258	1319	1428	174	243
LdBPK_190011700	234	788	359	528	1070	1094	1084	1325	232	324
LdBPK_190011800	153	534	247	366	430	437	408	503	119	116
LdBPK_190011900	175	549	238	371	580	510	588	615	264	240
LdBPK_190012000	1861	6763	2536	3671	6895	5890	5847	7519	2315	2916
LdBPK_190012100	118	272	123	211	383	309	474	437	284	290
LdBPK_190012200	267	885	428	636	831	906	873	1029	423	439
LdBPK_190012300	52	189	91	126	296	294	261	285	51	59
LdBPK_190012400	38	104	33	75	178	118	118	150	28	28
LdBPK_190012500	271	806	416	515	2027	1814	1941	2446	314	342
LdBPK_190012600	259	920	426	655	1698	1575	1439	1845	343	424
LdBPK_190012700	126	349	168	341	369	277	264	271	91	117
LdBPK_190012800	1597	5304	2206	3457	6559	5162	5500	6453	1164	1180
LdBPK_190012900	15	33	13	21	51	25	41	40	12	23
LdBPK_190013000	289	823	459	553	850	889	964	1177	294	378
LdBPK_190013100	9	34	13	28	55	50	64	77	21	29
LdBPK_190013200	96	356	159	252	543	347	409	532	221	173
LdBPK_190013300	137	349	148	315	570	526	506	587	77	93
LdBPK_190013400	47	175	52	106	268	206	179	228	95	97
LdBPK_190013500	3	12	3	3	17	10	14	11	3	5
LdBPK_190013600	310	954	451	648	1042	925	1003	1119	334	402
LdBPK_190013700	423	1368	684	923	1048	996	896	1195	345	356
LdBPK_190013800	187	512	256	373	934	814	830	1004	314	337
LdBPK_190013900	1075	3592	1923	2360	49258	41824	45008	54399	1671	2131
LdBPK_190014000	159	701	303	484	1004	936	923	1103	220	186
LdBPK_190014100	339	1069	573	765	5076	3352	3051	4200	626	683
LdBPK_190014200	588	2061	1009	1337	2294	1893	1805	2125	818	975
LdBPK_190014300	212	580	292	458	2543	1845	2022	2648	21	35
LdBPK_190014400	0	0	0	0	0	0	0	0	0	0
LdBPK_190014500	0	0	0	0	0	0	0	0	0	0
LdBPK_190014600	0	0	0	0	0	0	0	0	0	0
LdBPK_190014700	0	0	0	0	0	0	0	0	0	0
LdBPK_190014800	0	0	0	0	0	0	0	0	0	0
LdBPK_190014900	86	216	111	164	403	267	293	369	93	118
LdBPK_190015000	103	351	167	271	488	454	517	547	173	215
LdBPK_190015100	90	226	99	158	337	289	252	321	103	133
LdBPK_190015200	91	299	166	230	545	494	540	603	183	173
LdBPK_190015300	76	270	89	127	272	198	191	204	56	65
LdBPK_190015400	488	1364	549	883	1214	922	824	1003	422	413
LdBPK_190015500	199	560	263	380	1506	1302	1323	1484	678	674
LdBPK_190015600	2415	8891	4184	6022	72257	77211	86932	94093	11352	13734
LdBPK_190015700	168	608	283	366	682	800	870	1023	246	361
LdBPK_190015800	906	3133	1555	2231	5184	4622	5299	5738	1891	2656
LdBPK_190015900	29	108	50	71	191	198	189	205	268	237
LdBPK_190016000	16	61	20	35	73	47	50	70	22	32
LdBPK_190016100	158	612	310	386	734	705	634	858	270	291
LdBPK_190016200	378	1214	537	923	732	620	616	715	347	280
LdBPK_190016300	96	339	159	258	397	391	474	444	92	116
LdBPK_190016400	191	602	231	406	550	471	430	519	133	174
LdBPK_190016500	86	258	99	193	512	384	491	470	135	113
LdBPK_190016600	159	510	253	380	816	847	965	1118	200	337
LdBPK_190016700	1	3	1	0	3	0	0	2	0	4
LdBPK_190016800	4	18	8	11	11	17	17	20	1	5
LdBPK_190016900	71	246	161	208	536	413	415	508	131	175
LdBPK_190017000	164	575	265	367	500	488	598	667	112	130
LdBPK_190017100	486	1861	827	1059	1297	1108	1238	1391	445	705
LdBPK_190017200	211	639	310	501	1089	932	1133	1339	310	423
LdBPK_190017300	17	76	55	49	162	123	157	160	51	65
LdBPK_190017400	212	712	301	516	739	639	579	646	286	345
LdBPK_190017500	481	1710	770	1125	800	578	622	727	333	356
LdBPK_190017600	160	555	296	377	726	820	939	971	327	453
LdBPK_190017700	7	19	15	19	25	44	31	35	15	12
LdBPK_190017800	10	15	0	7	25	16	18	26	0	8
LdBPK_190017900	42	142	54	96	238	226	309	313	105	98
LdBPK_190018000	92	297	164	216	414	441	548	508	124	101
LdBPK_190018100	132	343	152	236	469	389	404	463	123	163
LdBPK_190018200	284	889	462	630	1594	1503	1656	1845	621	661
LdBPK_190018300	193	558	244	426	819	748	631	798	250	264
LdBPK_190018400	273	829	381	598	1172	1155	1232	1343	428	405
LdBPK_190018500	6	14	5	5	16	11	13	14	4	3
LdBPK_190018600	23	50	12	45	75	53	58	65	28	37
LdBPK_190018700	86	254	127	174	120	103	82	83	48	61
LdBPK_190018800	152	471	224	381	339	282	337	298	186	195
LdBPK_190018900	145	460	258	400	587	518	496	567	231	203
LdBPK_190019000	149	382	219	311	601	480	505	603	190	220
LdBPK_190019100	31	114	53	54	146	158	116	119	14	10
LdBPK_190019200	380	1247	563	816	1185	1139	1223	1341	368	524
LdBPK_190019300	1	2	1	2	0	0	6	3	0	0
LdBPK_190019400	0	0	0	0	0	0	0	0	0	0
LdBPK_190019500	0	0	0	0	0	0	0	0	0	0
LdBPK_190019600	0	0	0	0	0	0	0	0	0	0
LdBPK_190019700	0	0	0	0	0	0	0	0	0	0
LdBPK_190019800	16	57	31	24	12	27	30	49	2	3
LdBPK_190019900	124	410	198	276	683	719	744	882	231	231
LdBPK_190020000	300	993	474	831	628	544	711	736	453	582
LdBPK_190020100	354	1030	459	889	3047	2134	2226	2505	182	162
LdBPK_190020200	167	614	235	419	635	608	685	679	100	128
LdBPK_190020300	60	182	94	134	264	300	318	332	176	159
LdBPK_190020400	237	713	330	487	562	521	595	622	399	425
LdBPK_190020500	155	432	176	250	661	610	672	780	218	190
LdBPK_190020600	37	159	62	95	155	85	109	95	75	78
LdBPK_190020700	115	354	164	230	342	296	359	430	75	95
LdBPK_190020800	3289	11835	5617	7150	9052	8565	9790	10893	4623	5327
LdBPK_190020900	0	2	0	1	0	0	1	0	1	0
LdBPK_190021000	43	148	49	83	200	220	239	247	55	76
LdBPK_190021100	5	10	13	5	13	15	13	16	2	2
LdBPK_190021200	268	902	373	553	925	1032	1247	1181	207	227
LdBPK_190021300	126	342	104	269	368	224	224	275	93	42
LdBPK_190021400	12	39	14	33	83	69	75	70	28	33
LdBPK_190021500	82	280	116	170	385	286	330	394	70	98
LdBPK_190021600	278	834	334	571	867	726	752	792	184	185
LdBPK_190021700	14	31	15	40	26	41	24	40	3	5
LdBPK_190021800	10	41	22	19	37	53	54	43	0	2
LdBPK_190021900	48	140	55	113	214	219	215	271	67	108
LdBPK_190022000	198	691	304	444	468	395	376	478	41	90
LdBPK_190022100	67	281	105	169	377	434	502	496	145	196
LdBPK_190022200	56	156	71	104	200	223	209	230	36	41
LdBPK_190022300	179	523	322	393	783	709	647	783	351	368
LdBPK_190022400	156	494	227	287	866	923	1069	1108	216	308
LdBPK_190022500	13	40	23	36	93	65	81	81	10	13
LdBPK_190022600	109	365	152	259	548	435	356	423	181	117
LdBPK_190022700	121	369	156	222	413	365	256	331	100	87
LdBPK_190022800	8	39	17	32	56	68	73	92	16	12
LdBPK_190022900	60	137	80	126	213	175	178	212	56	51
LdBPK_190023000	173	497	278	357	1212	1539	1419	1636	391	445
LdBPK_190023300	0	0	1	0	0	0	1	0	0	0
LdBPK_190023400	34	194	69	116	333	348	386	419	20	21
LdBPK_200005000	15	23	18	18	84	62	42	53	27	39
LdBPK_200005100	25	86	33	63	109	103	98	121	44	44
LdBPK_200005200	378	1203	422	829	735	617	583	640	130	112
LdBPK_200005300	53	146	63	131	410	393	383	438	136	99
LdBPK_200005400	55	184	60	133	198	171	185	172	77	83
LdBPK_200005500	145	422	184	308	319	226	231	257	54	62
LdBPK_200005600	59	185	86	123	212	183	221	224	73	107
LdBPK_200005700	44	105	46	57	218	191	252	234	46	45
LdBPK_200005800	176	593	257	388	773	692	605	751	365	445
LdBPK_200005900	149	408	221	335	832	734	844	919	219	303
LdBPK_200006000	169	525	227	407	855	612	595	872	232	249
LdBPK_200006100	218	666	295	423	747	600	649	749	249	286
LdBPK_200006200	22	63	26	41	83	50	62	53	13	12
LdBPK_200006300	140	467	214	327	413	351	439	532	226	251
LdBPK_200006400	197	742	314	513	901	758	711	981	211	276
LdBPK_200006500	63	138	70	111	163	108	119	139	41	40
LdBPK_200006600	62	144	104	117	157	172	164	164	80	92
LdBPK_200006700	132	463	204	356	671	621	681	708	163	173
LdBPK_200006800	91	199	99	161	386	371	374	366	89	112
LdBPK_200006900	14	26	7	21	37	28	37	49	12	4
LdBPK_200007000	30	86	43	53	155	146	185	161	37	42
LdBPK_200007100	49	107	44	79	231	232	227	221	94	115
LdBPK_200007200	33	77	39	60	125	98	66	104	60	35
LdBPK_200007300	91	290	108	177	389	330	331	377	144	147
LdBPK_200007400	287	976	412	637	1130	1081	869	1027	456	514
LdBPK_200007500	73	230	90	170	265	237	247	242	77	91
LdBPK_200007600	13	30	19	22	55	35	51	58	23	32
LdBPK_200007700	15	25	15	10	71	62	35	71	24	16
LdBPK_200007800	33	64	26	52	80	63	69	76	12	12
LdBPK_200007900	15	37	15	31	71	77	96	83	18	38
LdBPK_200008000	88	185	75	149	296	222	253	243	77	43
LdBPK_200008100	44	138	52	101	190	163	134	169	80	82
LdBPK_200008200	342	1171	427	679	807	780	839	882	146	163
LdBPK_200008300	12	38	17	26	73	47	32	48	27	31
LdBPK_200008400	64	147	72	123	230	206	237	223	74	69
LdBPK_200008500	163	444	199	334	729	561	678	842	222	259
LdBPK_200008600	3	18	8	14	34	33	38	38	21	13
LdBPK_200008700	215	730	350	527	757	705	745	879	168	195
LdBPK_200008800	31	97	50	85	145	246	230	198	27	39
LdBPK_200008900	247	933	571	748	1356	1395	1378	1639	242	279
LdBPK_200009000	108	342	172	270	425	383	381	428	148	145
LdBPK_200009100	300	903	462	648	1258	1039	1216	1371	499	651
LdBPK_200009200	27	116	28	72	125	89	117	82	154	192
LdBPK_200009300	80	236	105	194	296	224	264	292	93	125
LdBPK_200009400	25	69	27	42	121	58	77	119	46	70
LdBPK_200009500	95	286	133	201	476	415	460	517	131	169
LdBPK_200009600	9	18	7	29	46	14	22	36	11	12
LdBPK_200009700	109	351	190	263	487	359	410	415	205	180
LdBPK_200009800	67	135	76	131	217	172	178	186	51	63
LdBPK_200009900	8	41	21	22	95	83	52	73	31	41
LdBPK_200010000	95	258	130	219	274	242	259	273	119	157
LdBPK_200010100	9	23	6	22	44	20	23	27	15	13
LdBPK_200010200	5	11	11	3	25	17	30	17	10	4
LdBPK_200010300	31	105	28	84	170	120	173	188	55	72
LdBPK_200010400	303	781	351	556	1322	1211	1269	1380	434	441
LdBPK_200010500	187	653	275	380	615	599	696	750	160	151
LdBPK_200010600	25	104	59	100	149	132	159	174	41	68
LdBPK_200010700	184	649	298	446	528	511	541	572	185	193
LdBPK_200010800	26	69	32	66	85	68	72	86	21	18
LdBPK_200010900	61	197	98	180	364	291	283	364	158	131
LdBPK_200011000	18	53	26	34	55	20	39	57	15	19
LdBPK_200011100	233	691	294	451	753	697	679	847	280	421
LdBPK_200011200	224	782	321	542	2325	1705	1733	2294	386	512
LdBPK_200011300	44	99	63	82	200	159	181	216	78	64
LdBPK_200011400	45	98	58	103	149	107	105	136	71	100
LdBPK_200011500	123	475	252	348	525	516	534	671	186	237
LdBPK_200011600	112	284	158	225	325	276	310	392	89	114
LdBPK_200011700	252	858	366	578	778	594	734	782	300	348
LdBPK_200011800	11	26	14	15	44	32	40	27	22	17
LdBPK_200011900	128	423	181	364	469	390	383	447	166	141
LdBPK_200012000	154	442	189	294	514	421	502	526	211	212
LdBPK_200012100	150	531	187	338	431	384	440	477	141	152
LdBPK_200012200	946	3624	1674	2405	4362	3929	4529	5066	1743	2068
LdBPK_200012300	459	1679	773	1038	1590	1762	1842	1808	573	786
LdBPK_200012400	1088	4267	2100	2647	3370	3349	3607	3893	874	1116
LdBPK_200012500	294	1013	461	729	2095	1728	1905	2180	567	758
LdBPK_200012600	33	103	55	79	138	96	138	156	50	53
LdBPK_200012700	12	33	15	17	51	24	25	36	17	8
LdBPK_200012800	108	328	149	212	400	353	365	416	245	287
LdBPK_200012900	191	625	261	403	626	575	548	756	274	245
LdBPK_200013000	21	39	19	35	87	79	105	115	31	27
LdBPK_200013100	6	14	8	16	14	18	13	16	5	10
LdBPK_200013200	30	83	43	78	104	73	113	101	31	43
LdBPK_200013300	6	24	6	14	25	16	22	24	10	13
LdBPK_200013400	68	181	97	153	203	173	212	232	116	158
LdBPK_200013500	18	40	24	26	61	58	33	59	22	25
LdBPK_200013600	85	217	82	178	400	245	184	248	89	111
LdBPK_200013700	6	27	12	31	49	40	35	40	20	25
LdBPK_200013800	34	124	52	91	208	204	298	237	97	108
LdBPK_200013900	83	217	86	148	578	400	571	573	262	266
LdBPK_200014000	5	13	4	14	15	8	12	11	12	11
LdBPK_200014100	23	64	30	55	127	81	121	138	18	23
LdBPK_200014200	39	102	59	73	157	131	91	137	47	47
LdBPK_200014300	3	14	5	13	10	17	22	17	5	5
LdBPK_200014400	113	315	181	280	1853	1539	1736	2039	169	231
LdBPK_200014500	158	545	237	405	424	404	423	509	149	221
LdBPK_200014600	15	63	35	50	111	77	82	89	24	22
LdBPK_200014700	29	104	45	61	139	110	108	100	36	39
LdBPK_200014800	85	272	111	182	353	340	380	346	163	240
LdBPK_200014900	53	138	76	157	168	140	129	193	63	50
LdBPK_200015000	122	438	248	304	985	981	1068	1353	242	320
LdBPK_200015100	511	2032	863	1281	1770	1586	1554	1772	564	655
LdBPK_200015200	556	1745	974	1172	2691	2439	2681	3218	564	763
LdBPK_200015300	242	771	343	514	974	803	864	1044	407	386
LdBPK_200015400	22	73	27	51	126	135	107	127	19	46
LdBPK_200015500	33	129	80	114	347	287	326	345	79	106
LdBPK_200015600	116	415	177	274	429	419	476	487	105	139
LdBPK_200015700	35	121	71	83	197	206	212	248	109	90
LdBPK_200015800	22	42	26	38	108	69	54	92	32	34
LdBPK_200015900	174	473	240	361	802	797	770	920	212	337
LdBPK_200016000	214	590	321	471	747	642	630	893	231	266
LdBPK_200016100	529	1821	955	1267	3753	3514	4021	4277	1400	1603
LdBPK_200016200	28	65	26	72	140	155	189	115	41	48
LdBPK_200016300	19	42	19	21	98	61	58	62	30	34
LdBPK_200016400	83	198	92	161	290	296	245	270	150	163
LdBPK_200016500	318	1077	518	720	1005	894	904	1080	277	322
LdBPK_200016600	1218	4125	1714	2957	3631	3285	3455	3757	1812	1845
LdBPK_200016700	110	334	133	240	873	585	564	757	193	210
LdBPK_200016800	135	442	291	432	617	623	532	587	105	122
LdBPK_200016900	125	490	229	239	2300	2114	754	2834	493	547
LdBPK_200017000	17	71	30	48	100	143	158	158	42	28
LdBPK_200017100	376	1171	637	779	1373	1389	1162	1466	224	218
LdBPK_200017200	720	2257	1161	1640	2350	1939	2083	2550	789	858
LdBPK_200017300	124	432	227	316	665	573	540	687	386	306
LdBPK_200017400	155	484	202	308	1370	977	1341	1435	447	585
LdBPK_200017500	0	0	0	0	0	0	0	0	0	0
LdBPK_200017600	780	2615	1272	1609	1851	1893	1926	2297	722	925
LdBPK_200017700	144	375	209	312	490	353	377	525	56	55
LdBPK_200017800	195	712	413	511	719	647	545	770	143	144
LdBPK_200017900	335	1173	543	748	1033	1102	1115	1217	312	419
LdBPK_200018000	231	740	378	462	2355	1959	2201	2432	531	651
LdBPK_200018100	3877	14589	6160	8789	9646	8839	9001	10771	2330	3275
LdBPK_200018200	418	1939	777	1226	1725	1702	1963	2031	468	616
LdBPK_200018300	153	541	290	399	686	631	696	705	278	248
LdBPK_200018400	119	369	196	286	447	424	368	437	107	115
LdBPK_200018500	263	749	380	480	992	770	763	981	298	364
LdBPK_200018600	2	13	8	21	34	20	21	22	3	7
LdBPK_200018700	661	2153	953	1218	1607	1427	1626	1639	467	510
LdBPK_200018800	411	1437	686	875	2122	1922	2396	2403	702	756
LdBPK_200018900	67	207	115	184	310	283	283	324	97	128
LdBPK_200019000	101	400	198	270	693	782	729	847	239	343
LdBPK_200019100	228	640	260	420	634	458	461	556	149	136
LdBPK_200019200	58	217	96	198	365	282	293	308	92	93
LdBPK_200019300	335	1066	560	755	1359	1228	1203	1548	418	542
LdBPK_200019400	130	345	159	256	624	523	563	698	225	176
LdBPK_200019500	136	398	139	291	436	319	340	389	217	203
LdBPK_200019600	84	323	127	166	457	363	435	399	328	436
LdBPK_200019700	374	1322	571	927	1657	1481	1440	1696	1023	1053
LdBPK_200019800	197	633	287	423	671	631	638	665	142	106
LdBPK_200019900	117	346	180	229	682	564	562	620	289	325
LdBPK_200020000	47	86	34	93	198	176	117	156	87	115
LdBPK_200020100	50	152	98	146	191	224	190	207	74	79
LdBPK_200020200	77	271	124	187	274	298	352	390	116	110
LdBPK_200020300	59	130	63	149	283	170	192	179	77	59
LdBPK_200020400	10	22	7	20	30	20	23	28	6	7
LdBPK_200020600	125	429	230	298	937	815	757	973	282	348
LdBPK_200020700	849	3117	1304	1823	1900	1901	1928	2206	954	1031
LdBPK_200020800	527	1261	436	1021	2074	1562	1908	1806	112	121
LdBPK_200020900	132	474	181	287	579	478	434	494	239	222
LdBPK_200021000	104	265	99	187	342	267	365	375	88	116
LdBPK_200021100	26	82	31	69	148	119	147	139	39	37
LdBPK_200021200	130	508	226	411	555	592	547	571	251	296
LdBPK_200021300	398	1150	596	860	1771	1761	1862	1854	590	693
LdBPK_200021400	37	86	34	76	142	94	99	81	41	43
LdBPK_200021500	59	199	81	120	217	228	154	211	93	70
LdBPK_200021600	11	43	26	21	67	63	71	69	19	29
LdBPK_200021700	137	485	210	309	726	660	708	791	218	308
LdBPK_200021900	38	107	61	71	101	58	89	95	72	66
LdBPK_200022000	16	35	13	30	46	36	37	34	12	18
LdBPK_200022100	18	45	11	25	79	40	67	63	0	6
LdBPK_200022200	17	34	14	24	68	58	66	55	11	13
LdBPK_200022300	49	110	30	85	228	172	172	187	68	85
LdBPK_200022400	6	15	13	25	29	21	17	34	12	14
LdBPK_200022500	9	15	1	14	13	22	18	18	4	7
LdBPK_200022600	11	47	14	34	48	32	24	46	22	19
LdBPK_210005000	224	726	359	508	401	391	424	396	30	38
LdBPK_210005100	3	13	7	10	3	3	3	5	0	0
LdBPK_210005200	4	12	2	6	26	31	32	20	6	10
LdBPK_210005300	6	15	5	15	26	16	20	15	2	8
LdBPK_210005400	37	108	35	86	158	109	163	169	39	43
LdBPK_210005500	47	114	59	95	136	86	88	93	33	21
LdBPK_210005600	43	154	56	85	290	187	259	240	127	147
LdBPK_210005700	48	142	72	119	140	90	120	135	59	73
LdBPK_210005800	29	83	31	44	74	77	81	90	31	34
LdBPK_210005900	29	78	41	69	110	116	101	128	27	33
LdBPK_210006000	33	68	29	46	173	146	154	182	25	38
LdBPK_210006100	160	485	197	378	880	767	772	883	247	242
LdBPK_210006200	96	231	91	203	339	276	309	293	96	68
LdBPK_210006300	113	387	148	245	531	508	358	409	128	93
LdBPK_210006400	146	497	243	371	619	568	634	633	156	201
LdBPK_210006500	61	207	92	154	318	229	204	268	63	72
LdBPK_210006600	138	469	233	356	385	303	380	426	109	113
LdBPK_210006700	267	882	478	643	1027	1089	1126	1241	201	228
LdBPK_210006800	4	9	6	15	17	12	21	23	3	12
LdBPK_210006900	172	477	210	355	441	372	381	479	135	165
LdBPK_210007000	12	34	11	25	100	40	66	78	13	36
LdBPK_210007100	29	74	38	52	149	127	156	149	37	49
LdBPK_210007200	60	195	93	130	257	238	280	286	14	15
LdBPK_210007300	106	316	155	205	496	457	390	417	143	100
LdBPK_210007400	64	199	94	137	273	251	341	359	80	123
LdBPK_210007500	0	7	1	6	8	7	9	2	8	2
LdBPK_210007600	109	372	132	170	431	423	457	472	64	95
LdBPK_210007700	4	5	4	6	24	14	14	15	10	13
LdBPK_210007800	1607	6486	2346	3253	1245	944	954	1031	822	1288
LdBPK_210007900	719	2775	1128	1444	2094	1993	1808	2692	743	987
LdBPK_210008000	57	152	74	130	261	236	241	251	85	72
LdBPK_210008100	11	41	16	32	71	35	43	71	23	18
LdBPK_210008200	3	4	4	6	27	11	14	13	1	5
LdBPK_210008300	12	30	17	26	52	35	43	61	25	30
LdBPK_210008400	37	67	32	75	148	108	110	123	43	25
LdBPK_210008500	221	675	294	461	753	697	721	855	417	484
LdBPK_210008600	152	397	178	276	477	409	402	521	208	186
LdBPK_210008700	18	38	29	23	57	52	36	55	44	45
LdBPK_210008800	270	832	324	576	567	381	419	578	158	149
LdBPK_210008900	74	241	114	171	557	557	511	623	234	206
LdBPK_210009000	35	112	29	68	203	146	194	178	30	34
LdBPK_210009100	6	9	5	9	37	14	13	13	9	2
LdBPK_210009200	715	2251	1069	1576	1565	1325	1228	1611	216	175
LdBPK_210009300	156	531	169	347	423	309	346	378	117	166
LdBPK_210009400	169	567	303	363	863	837	996	1007	273	384
LdBPK_210009500	40	139	67	100	278	324	424	418	112	132
LdBPK_210009600	16	33	13	17	54	25	28	29	16	9
LdBPK_210009700	310	1112	461	666	833	766	703	878	188	209
LdBPK_210009800	1031	3375	1623	2174	2024	1691	1856	2042	430	466
LdBPK_210009900	46	169	61	107	197	165	129	159	106	56
LdBPK_210010000	47	147	71	130	223	181	145	208	60	80
LdBPK_210010100	13	34	17	20	64	45	48	71	7	20
LdBPK_210010200	10	36	16	22	46	25	16	28	22	16
LdBPK_210010300	251	778	313	602	1142	895	1119	1266	207	204
LdBPK_210010400	126	386	155	222	314	241	246	308	161	180
LdBPK_210010500	15	60	25	32	69	46	42	47	14	18
LdBPK_210010600	19	49	16	28	49	39	47	61	17	9
LdBPK_210010900	7	16	2	9	33	15	31	36	2	10
LdBPK_210011000	59	156	90	99	147	134	79	128	54	57
LdBPK_210011100	383	1182	549	877	1100	785	813	1043	239	283
LdBPK_210011200	56	165	69	124	295	259	329	304	107	105
LdBPK_210011300	88	307	144	210	364	365	271	303	146	115
LdBPK_210011400	25	109	44	84	281	273	308	352	143	154
LdBPK_210011500	18	61	31	54	103	100	155	151	25	28
LdBPK_210011600	40	114	51	73	164	124	112	119	59	51
LdBPK_210011700	110	346	139	196	427	337	394	457	141	168
LdBPK_210011800	1	1	0	0	1	0	2	2	0	7
LdBPK_210011900	11	27	24	28	48	39	40	46	30	22
LdBPK_210012000	286	858	386	602	1049	786	872	1075	344	280
LdBPK_210012100	7	8	4	7	12	18	9	11	15	2
LdBPK_210012200	40	81	27	60	124	125	131	141	53	48
